CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Annual Flu Vaccine,C04: Monitoring Physical Activity,C05: Special Needs Plan (SNP) Care Management,C06: Care for Older Adults – Medication Review,C07: Care for Older Adults – Pain Assessment,C08: Osteoporosis Management in Women who had a Fracture,C09: Diabetes Care – Eye Exam,C10: Diabetes Care – Blood Sugar Controlled,C11: Controlling High Blood Pressure,C12: Reducing the Risk of Falling,C13: Improving Bladder Control,C14: Medication Reconciliation Post-Discharge,C15: Plan All-Cause Readmissions,C16: Statin Therapy for Patients with Cardiovascular Disease,C17: Transitions of Care,C18: Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,C19: Getting Needed Care,C20: Getting Appointments and Care Quickly,C21: Customer Service,C22: Rating of Health Care Quality,C23: Rating of Health Plan,C24: Care Coordination,C25: Complaints about the Health Plan,C26: Members Choosing to Leave the Plan,C27: Health Plan Quality Improvement,C28: Plan Makes Timely Decisions about Appeals,C29: Reviewing Appeals Decisions,C30: Call Center – Foreign Language Interpreter and TTY Availability,D01: Call Center – Foreign Language Interpreter and TTY Availability,D02: Complaints about the Drug Plan,D03: Members Choosing to Leave the Plan,D04: Drug Plan Quality Improvement,D05: Rating of Drug Plan,D06: Getting Needed Prescription Drugs,D07: MPF Price Accuracy,D08: Medication Adherence for Diabetes Medications,D09: Medication Adherence for Hypertension (RAS antagonists),D10: Medication Adherence for Cholesterol (Statins),D11: MTM Program Completion Rate for CMR,D12: Statin Use in Persons with Diabetes (SUPD),Unnamed: 47,C01: Breast Cancer Screening_flag,C02: Colorectal Cancer Screening_flag,C03: Annual Flu Vaccine_flag,C04: Monitoring Physical Activity_flag,C05: Special Needs Plan (SNP) Care Management_flag,C06: Care for Older Adults – Medication Review_flag,C07: Care for Older Adults – Pain Assessment_flag,C08: Osteoporosis Management in Women who had a Fracture_flag,C09: Diabetes Care – Eye Exam_flag,C10: Diabetes Care – Blood Sugar Controlled_flag,C11: Controlling High Blood Pressure_flag,C12: Reducing the Risk of Falling_flag,C13: Improving Bladder Control_flag,C14: Medication Reconciliation Post-Discharge_flag,C15: Plan All-Cause Readmissions_flag,C16: Statin Therapy for Patients with Cardiovascular Disease_flag,C17: Transitions of Care_flag,C18: Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions_flag,C19: Getting Needed Care_flag,C20: Getting Appointments and Care Quickly_flag,C21: Customer Service_flag,C22: Rating of Health Care Quality_flag,C23: Rating of Health Plan_flag,C24: Care Coordination_flag,C25: Complaints about the Health Plan_flag,C26: Members Choosing to Leave the Plan_flag,C27: Health Plan Quality Improvement_flag,C28: Plan Makes Timely Decisions about Appeals_flag,C29: Reviewing Appeals Decisions_flag,C30: Call Center – Foreign Language Interpreter and TTY Availability_flag,D01: Call Center – Foreign Language Interpreter and TTY Availability_flag,D02: Complaints about the Drug Plan_flag,D03: Members Choosing to Leave the Plan_flag,D04: Drug Plan Quality Improvement_flag,D05: Rating of Drug Plan_flag,D06: Getting Needed Prescription Drugs_flag,D07: MPF Price Accuracy_flag,D08: Medication Adherence for Diabetes Medications_flag,D09: Medication Adherence for Hypertension (RAS antagonists)_flag,D10: Medication Adherence for Cholesterol (Statins)_flag,D11: MTM Program Completion Rate for CMR_flag,D12: Statin Use in Persons with Diabetes (SUPD)_flag,data_completeness_score,has_meaningful_data,overall_score
H3330 ,Local CCP ,HEALTH INSURANCE PLAN OF GREATER NEW YORK ,EmblemHealth ,"EmblemHealth, Inc. ",81.0,77.0,75.0,54.0,,,,32.0,76.0,86.0,76.0,63.0,34.0,63.0,11.0,86.0,67.0,52.0,79.0,79.0,90.0,84.0,85.0,84.0,0.21,1.0,,97.0,95.0,97.0,100.0,0.21,1.0,,87.0,87.0,99.0,86.0,89.0,86.0,56.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,67.66
H3335 ,Local CCP ,"EXCELLUS HEALTH PLAN, INC. ","Excellus Health Plan, Inc ","Lifetime Healthcare, Inc. ",84.0,82.0,76.0,47.0,,,,28.0,81.0,87.0,75.0,46.0,51.0,68.0,9.0,86.0,68.0,59.0,83.0,87.0,92.0,86.0,87.0,86.0,0.04,4.0,,98.0,94.0,92.0,94.0,0.04,4.0,,86.0,91.0,99.0,88.0,92.0,90.0,85.0,83.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,69.40756756756757
H3342 ,Local CCP ,"ANTHEM HEALTHCHOICE ASSURANCE, INC. ",Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,,,,,,98.0,85.0,90.0,94.0,,81.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.16666666666666666,True,92.57142857142857
H3344 ,Local CCP ,INDEPENDENT HEALTH BENEFITS CORPORATION ,Independent Health ,"Independent Health Association, Inc. ",88.0,83.0,81.0,54.0,,,,,89.0,90.0,79.0,57.0,54.0,73.0,12.0,84.0,65.0,58.0,85.0,90.0,94.0,89.0,92.0,87.0,0.11,2.0,,98.0,96.0,92.0,98.0,0.11,2.0,,93.0,94.0,98.0,90.0,93.0,93.0,91.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,73.06166666666667
H3347 ,Local CCP ,"ELDERPLAN, INC. ",Elderplan ,"Elderplan, Inc. ",72.0,58.0,72.0,57.0,92.0,76.0,97.0,,69.0,71.0,59.0,79.0,,83.0,11.0,89.0,64.0,46.0,82.0,83.0,90.0,90.0,91.0,88.0,0.18,19.0,,100.0,100.0,84.0,86.0,0.18,19.0,,88.0,90.0,99.0,88.0,86.0,85.0,98.0,90.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9047619047619048,True,72.4042105263158
H3351 ,Local CCP ,"EXCELLUS HEALTH PLAN, INC. ","Excellus Health Plan, Inc ","Lifetime Healthcare, Inc. ",82.0,82.0,86.0,49.0,,,,26.0,81.0,89.0,71.0,54.0,48.0,82.0,9.0,87.0,79.0,59.0,82.0,83.0,90.0,87.0,90.0,87.0,0.04,6.0,,98.0,93.0,92.0,94.0,0.04,6.0,,87.0,92.0,99.0,88.0,91.0,90.0,85.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,70.51567567567568
H3359 ,Local CCP ,"HEALTHFIRST HEALTH PLAN, INC. ",Healthfirst Medicare Plan ,"Healthfirst, Inc. ",79.0,84.0,74.0,61.0,66.0,94.0,91.0,49.0,87.0,85.0,82.0,77.0,54.0,85.0,11.0,89.0,71.0,61.0,79.0,,89.0,,89.0,85.0,0.12,10.0,,100.0,100.0,100.0,100.0,0.12,10.0,,88.0,,97.0,88.0,88.0,86.0,78.0,91.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,72.38486486486485
H3362 ,Local CCP ,"INDEPENDENT HEALTH ASSOCIATION, INC. ",Independent Health ,"Independent Health Association, Inc. ",84.0,83.0,80.0,52.0,98.0,98.0,96.0,47.0,83.0,93.0,79.0,59.0,41.0,78.0,11.0,87.0,66.0,59.0,84.0,88.0,93.0,88.0,91.0,86.0,0.02,3.0,,99.0,97.0,92.0,98.0,0.02,3.0,,88.0,91.0,98.0,90.0,93.0,92.0,91.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,73.651
H3379 ,Local CCP ,"UNITEDHEALTHCARE OF NEW YORK, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",75.0,76.0,70.0,43.0,99.0,97.0,98.0,22.0,78.0,86.0,77.0,53.0,48.0,64.0,12.0,90.0,50.0,62.0,80.0,85.0,90.0,86.0,84.0,87.0,0.12,18.0,,99.0,98.0,98.0,100.0,0.12,18.0,,85.0,89.0,99.0,87.0,91.0,89.0,86.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,71.381
H3384 ,Local CCP ,Highmark Western and Northeastern New York Inc. ,Highmark Blue Cross Blue Shield or Highmark Blue S ,Highmark Health ,83.0,83.0,76.0,45.0,,,,54.0,84.0,88.0,78.0,54.0,49.0,76.0,12.0,91.0,52.0,64.0,83.0,87.0,89.0,87.0,85.0,86.0,0.1,6.0,,99.0,100.0,100.0,98.0,0.1,6.0,,85.0,90.0,99.0,90.0,93.0,91.0,88.0,92.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,71.43783783783783
H3387 ,Local CCP ,"UNITEDHEALTHCARE OF NEW YORK, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",73.0,79.0,78.0,56.0,78.0,92.0,97.0,32.0,81.0,82.0,73.0,75.0,53.0,71.0,12.0,87.0,67.0,60.0,80.0,79.0,89.0,84.0,87.0,86.0,0.17,19.0,,99.0,98.0,98.0,100.0,0.17,19.0,,87.0,89.0,99.0,90.0,89.0,88.0,86.0,89.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,72.5335
H3388 ,Local CCP ,"CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN, INC. ",CDPHP Medicare Advantage ,"Capital District Physicians' Health Plan, Inc. ",85.0,85.0,81.0,50.0,,,,48.0,82.0,90.0,82.0,55.0,44.0,81.0,10.0,86.0,80.0,65.0,83.0,87.0,94.0,88.0,92.0,87.0,0.04,3.0,,98.0,96.0,98.0,100.0,0.04,3.0,,88.0,90.0,92.0,85.0,90.0,88.0,85.0,83.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,71.73189189189189
H3404 ,Local CCP ,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA ,Blue Cross and Blue Shield of North Carolina ,Blue Cross and Blue Shield of North Carolina ,81.0,83.0,78.0,54.0,,,,17.0,77.0,88.0,79.0,52.0,48.0,86.0,9.0,85.0,74.0,62.0,83.0,86.0,92.0,89.0,89.0,88.0,0.09,4.0,,98.0,92.0,97.0,95.0,0.09,4.0,,88.0,90.0,99.0,87.0,91.0,90.0,82.0,83.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,70.27513513513514
H3407 ,Local CCP ,"EL PASO FIRST HEALTH PLANS, INC. ",El Paso Health Medicare Advantage ,El Paso County Hospital District ,,,,,67.0,35.0,18.0,,,,,,,,,,,,,,,,,,,,,,,81.0,91.0,,,,,,100.0,,76.0,63.0,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.19047619047619047,True,66.375
H3418 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",77.0,82.0,74.0,50.0,,,,31.0,82.0,90.0,78.0,53.0,38.0,57.0,12.0,87.0,47.0,61.0,75.0,79.0,,83.0,81.0,,0.13,21.0,,99.0,96.0,98.0,100.0,0.13,21.0,,84.0,85.0,99.0,87.0,90.0,88.0,84.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8333333333333334,True,67.92171428571429
H3419 ,Local CCP ,"PERENNIAL ADVANTAGE OF COLORADO, INC. ",Perennial Advantage ,"Perennial Consortium, LLC ",,,,,83.0,34.0,100.0,,,,,,,,,,,,,,,,,,,,,,,90.0,92.0,,,,,,99.0,,,78.0,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.16666666666666666,True,82.28571428571429
H3443 ,Local CCP ,"ALIGNMENT HEALTH PLAN OF ARIZONA, INC. ",Alignment Health Plan ,"Alignment Healthcare USA, LLC ",,88.0,71.0,49.0,95.0,100.0,100.0,,85.0,88.0,84.0,60.0,48.0,95.0,9.0,98.0,63.0,73.0,74.0,80.0,90.0,85.0,86.0,83.0,0.44,18.0,,94.0,94.0,100.0,100.0,0.44,18.0,,89.0,87.0,99.0,95.0,97.0,96.0,,94.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,75.29405405405406
H3447 ,Local CCP ,"HEALTHKEEPERS, INC. ",Anthem HealthKeepers ,"Elevance Health, Inc. ",69.0,72.0,61.0,45.0,64.0,99.0,96.0,30.0,74.0,82.0,72.0,61.0,42.0,83.0,12.0,85.0,54.0,61.0,82.0,84.0,89.0,86.0,86.0,88.0,0.23,20.0,,98.0,98.0,100.0,100.0,0.23,20.0,,86.0,88.0,98.0,83.0,87.0,86.0,90.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,70.3865
H3449 ,Local CCP ,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA ,Blue Cross and Blue Shield of North Carolina ,Blue Cross and Blue Shield of North Carolina ,80.0,82.0,73.0,56.0,,,,23.0,71.0,84.0,78.0,53.0,42.0,84.0,8.0,85.0,70.0,56.0,84.0,85.0,93.0,88.0,89.0,88.0,0.1,9.0,,99.0,97.0,97.0,95.0,0.1,9.0,,87.0,91.0,99.0,83.0,89.0,87.0,80.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,69.7081081081081
H3467 ,Local CCP ,"PROCARE ADVANTAGE, LLC ",ProCare Advantage ,First Sacramento Capital Funding LLC ,,,,,95.0,71.0,98.0,,,,,,,,,,,48.0,,,,,,,,8.0,,,,89.0,94.0,,8.0,,,,100.0,85.0,57.0,75.0,98.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.3333333333333333,True,72.21428571428571
H3499 ,Local CCP ,COORDINATED CARE CORPORATION ,Wellcare by Allwell ,Centene Corporation ,63.0,58.0,61.0,41.0,,,,,65.0,68.0,76.0,47.0,35.0,55.0,15.0,88.0,43.0,50.0,82.0,86.0,90.0,88.0,88.0,87.0,0.4,37.0,,,,98.0,100.0,0.4,37.0,,89.0,90.0,98.0,84.0,88.0,88.0,93.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8095238095238095,True,66.84705882352942
H3528 ,Local CCP ,"CONNECTICARE, INC. ",ConnectiCare ,"EmblemHealth, Inc. ",80.0,82.0,82.0,52.0,,,,24.0,78.0,85.0,83.0,48.0,50.0,73.0,12.0,85.0,75.0,55.0,80.0,82.0,90.0,86.0,85.0,85.0,0.04,9.0,,96.0,97.0,97.0,97.0,0.04,9.0,,84.0,89.0,99.0,90.0,93.0,92.0,51.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,69.19135135135134
H3533 ,Local CCP ,"HUMANA HEALTH COMPANY OF NEW YORK, INC. ",Humana ,Humana Inc. ,70.0,67.0,63.0,53.0,78.0,93.0,97.0,35.0,74.0,80.0,73.0,63.0,43.0,71.0,12.0,87.0,57.0,53.0,79.0,81.0,88.0,86.0,84.0,87.0,0.26,30.0,,98.0,98.0,98.0,97.0,0.26,30.0,,85.0,88.0,84.0,85.0,86.0,84.0,88.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,70.313
H3536 ,Local CCP ,"MATTHEW THORNTON HEALTH PLAN, INC. ",Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",64.0,67.0,68.0,50.0,,,,,68.0,76.0,69.0,61.0,42.0,72.0,14.0,86.0,54.0,59.0,81.0,84.0,88.0,84.0,83.0,86.0,0.43,17.0,,,,100.0,100.0,0.43,17.0,,81.0,85.0,98.0,80.0,89.0,88.0,86.0,78.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8095238095238095,True,66.93705882352941
H3551 ,Local CCP ,ETERNALHEALTH OF ARIZONA INC ,eternalHealth ,"Eternal Health of Delaware, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,92.0,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.047619047619047616,True,94.5
H3554 ,Local CCP ,USABLE PPO INSURANCE COMPANY ,Arkansas Blue Medicare ,USAble Mutual Insurance Company ,72.0,78.0,64.0,42.0,,,,,76.0,84.0,75.0,53.0,50.0,73.0,14.0,78.0,55.0,58.0,82.0,84.0,90.0,87.0,86.0,87.0,0.06,16.0,,98.0,88.0,98.0,97.0,0.06,16.0,,85.0,90.0,98.0,83.0,86.0,86.0,82.0,80.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,69.19777777777777
H3557 ,Local CCP ,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND ,Blue Cross & Blue Shield of Rhode Island ,Blue Cross & Blue Shield of Rhode Island ,90.0,89.0,85.0,56.0,,,,36.0,89.0,90.0,79.0,57.0,54.0,80.0,16.0,89.0,66.0,65.0,82.0,84.0,93.0,88.0,90.0,87.0,0.04,5.0,,98.0,91.0,98.0,98.0,0.04,5.0,,89.0,90.0,99.0,89.0,92.0,91.0,89.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,72.59675675675676
H3561 ,Local CCP ,"HEALTH NET COMMUNITY SOLUTIONS, INC. ",Wellcare by Health Net ,Centene Corporation ,72.0,73.0,63.0,44.0,63.0,88.0,87.0,50.0,77.0,82.0,76.0,64.0,,64.0,10.0,85.0,40.0,50.0,72.0,,85.0,,79.0,,1.76,28.0,,,,98.0,100.0,1.76,28.0,,82.0,,97.0,88.0,87.0,86.0,94.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7857142857142857,True,66.71272727272728
H3597 ,Local CCP ,AETNA HEALTH INC. (ME) ,Aetna Medicare ,CVS Health Corporation ,85.0,85.0,77.0,48.0,70.0,100.0,95.0,54.0,88.0,94.0,79.0,52.0,40.0,96.0,11.0,88.0,62.0,54.0,80.0,84.0,90.0,87.0,88.0,89.0,0.07,6.0,,94.0,92.0,100.0,97.0,0.07,6.0,,87.0,92.0,99.0,90.0,92.0,91.0,86.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,72.8035
H3653 ,Local CCP ,"PARAMOUNT CARE, INC. ",Paramount Elite Medicare Plans ,MEDICAL MUTUAL OF OHIO ,78.0,81.0,77.0,51.0,,,,41.0,78.0,86.0,72.0,54.0,41.0,78.0,12.0,87.0,75.0,62.0,84.0,85.0,92.0,89.0,89.0,88.0,0.11,3.0,,8.0,89.0,84.0,81.0,0.11,3.0,,88.0,90.0,99.0,85.0,90.0,89.0,89.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,67.08702702702703
H3655 ,Local CCP ,COMMUNITY INSURANCE COMPANY ,Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",71.0,78.0,71.0,44.0,59.0,99.0,98.0,30.0,72.0,83.0,72.0,54.0,40.0,86.0,12.0,86.0,59.0,67.0,83.0,85.0,89.0,88.0,88.0,87.0,0.12,15.0,,97.0,99.0,100.0,100.0,0.12,15.0,,86.0,89.0,98.0,85.0,89.0,88.0,89.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,70.90599999999999
H3660 ,Local CCP ,SUMMACARE INC. ,SummaCare Medicare Advantage Plans ,Summa Health ,75.0,77.0,77.0,52.0,,,,28.0,78.0,86.0,86.0,58.0,54.0,83.0,12.0,86.0,72.0,69.0,86.0,88.0,93.0,89.0,90.0,88.0,0.03,5.0,,95.0,95.0,86.0,97.0,0.03,5.0,,89.0,92.0,96.0,88.0,91.0,90.0,98.0,82.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,71.24486486486487
H3664 ,Local CCP ,AULTCARE HEALTH INSURING CORPORATION ,PrimeTime Health Plan ,Aultman Health Foundation ,76.0,77.0,74.0,48.0,,,,48.0,82.0,89.0,86.0,53.0,42.0,71.0,13.0,85.0,66.0,61.0,84.0,87.0,95.0,90.0,92.0,89.0,0.01,3.0,,100.0,100.0,94.0,98.0,0.01,3.0,,91.0,93.0,99.0,87.0,91.0,89.0,91.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,71.10864864864865
H3668 ,Local CCP ,"MOUNT CARMEL HEALTH PLAN, INC. ",MediGold ,Trinity Health Corporation ,74.0,78.0,72.0,44.0,,,,34.0,71.0,80.0,82.0,53.0,38.0,70.0,12.0,87.0,60.0,61.0,83.0,86.0,92.0,88.0,90.0,86.0,0.04,5.0,,100.0,98.0,95.0,92.0,0.04,5.0,,88.0,90.0,99.0,87.0,90.0,89.0,85.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,68.92108108108108
